,region,new,price,bedrm,bth,sqft,crime,typ_val,val_pct,typ_sqft,sqft_pct,eschl,mschl,hschl,bsmnt,gas,forsdair,elctric,solar,dayonmark,yrbuilt,update,stories,n_rooms,garage,pp_sqft,roof,floors,exterior,lot_sz,prk_spc,parking,hoa_fee,sec_sys,pool,list_cnt,assess
3732 NW Old Stagecoach Rd #16,Kansas City,1,307080.0,3,2,1401,2,311861.0,-2.0,166.0,32.0,0,0,1,0,0,0,0,0,1.0,1964.0,0,1,5,0,219.0,1,2,5,1401.0,2.0,0,0,0,0,0,0
3732 Sylvan Pl,Saint Louis,0,29900.0,2,1,891,1,50139.0,-40.0,49.0,-32.0,0,0,1,0,1,1,0,0,180.0,1928.0,1,1,3,1,34.0,1,2,0,5706.0,0.0,3,0,0,0,6,0
3734 E Cypress Point St,Springfield,0,639900.0,6,3,4344,1,129720.0,393.0,125.0,18.0,1,1,1,0,1,1,0,0,54.0,2019.0,0,1,9,1,147.0,1,7,0,7405.0,3.0,3,50,1,0,2,0
3735 Wyandotte St,Kansas City,0,290000.0,3,2,1802,4,254795.0,14.0,194.0,-17.0,1,1,1,1,1,1,0,0,87.0,1910.0,0,2,5,1,161.0,1,2,0,5275.0,2.2,3,0,0,0,6,0
3736 Upton St,Saint Louis,0,229900.0,3,3,2231,1,139291.0,65.0,131.0,-21.0,1,1,1,1,1,1,0,0,15.0,1961.0,1,1,7,1,103.0,1,2,5,6534.0,2.0,3,0,0,0,4,0
3737-3739 Virginia Ave,Saint Louis,1,90000.0,8,4,3944,3,148991.0,-40.0,116.0,-80.0,1,1,1,1,0,0,0,0,25.0,1911.0,1,2,20,0,23.0,3,2,0,5125.0,2.0,0,0,0,0,4,0
3742 Illinois Ave,Saint Louis,0,120000.0,2,3,1065,3,148991.0,-19.0,116.0,-3.0,1,1,1,1,1,1,0,0,22.0,1884.0,1,1,5,1,113.0,1,0,5,3005.0,1.0,3,0,0,0,1,0
3745 Central St,Kansas City,0,445000.0,5,4,3326,3,254795.0,75.0,194.0,-31.0,1,1,1,1,1,0,0,0,57.0,1905.0,0,3,9,0,134.0,1,6,5,6098.0,2.0,0,0,0,0,4,0
3752 W Division St,Springfield,0,140000.0,3,2,1528,1,117917.0,19.0,93.0,-1.0,0,0,1,0,1,1,0,0,16.0,1960.0,0,1,5,1,92.0,1,7,5,1528.0,1.0,3,0,1,0,1,0
3756 Osceola St,Saint Louis,0,95000.0,1,1,969,3,139291.0,-32.0,131.0,-25.0,1,1,1,0,1,1,0,0,29.0,1925.0,1,1,2,1,98.0,1,2,5,5227.0,2.0,3,0,0,0,10,0
3769 Kosciusko St,Saint Louis,0,32500.0,1,1,808,2,148991.0,-78.0,116.0,-65.0,1,1,1,1,1,1,0,0,66.0,1962.0,1,1,2,0,40.0,1,2,5,3571.0,2.2,0,0,0,0,5,0
3770 E Turtle Hatch Rd,Springfield,0,525000.0,5,5,5400,1,313316.0,68.0,120.0,-19.0,1,1,1,1,1,1,0,0,117.0,1992.0,0,1,9,1,97.0,1,7,6,5400.0,3.0,3,106,0,0,2,0
3801 Amaryllis Ct,Columbia,0,329000.0,3,2,2146,1,254792.0,29.0,128.0,20.0,1,1,1,0,1,1,0,0,73.0,2005.0,0,2,6,1,153.0,1,7,5,9992.0,2.2,3,8,1,0,1,0
3801 Dublin Ave,Columbia,0,350000.0,5,3,3818,1,254792.0,37.0,128.0,-28.0,1,1,1,1,1,1,0,0,66.0,1992.0,1,2,15,1,92.0,3,7,7,3818.0,2.0,3,0,1,0,6,0
3802 E Cypress Point St,Springfield,0,689900.0,4,5,3962,1,129720.0,432.0,125.0,39.0,1,1,1,0,1,1,0,0,54.0,2020.0,0,1,9,1,174.0,1,7,0,7840.0,3.0,3,33,0,0,3,0
3803 E Linwood St,Springfield,0,349900.0,4,4,3588,1,313316.0,12.0,120.0,-19.0,1,1,1,0,1,1,0,0,44.0,1985.0,0,2,10,1,98.0,1,7,5,3588.0,2.0,3,35,0,0,1,0
3803 S Benton Ave,Kansas City,1,129900.0,3,3,1268,4,49332.0,163.0,44.0,133.0,1,1,1,1,1,1,1,0,5.0,1914.0,0,2,6,0,102.0,1,0,6,8960.0,2.2,0,0,0,0,8,0
3803 S Benton Ave,Kansas City,1,129900.0,3,3,1268,4,49332.0,163.0,44.0,133.0,1,1,1,1,1,1,1,0,7.0,1914.0,0,2,6,0,102.0,1,0,6,8960.0,2.2,0,0,0,0,8,0
3805 Campbell St,Kansas City,0,625000.0,4,1,4428,4,138376.0,352.0,99.0,43.0,1,1,1,1,1,1,0,0,118.0,1909.0,0,3,5,1,141.0,1,2,6,6420.0,1.0,3,0,0,0,4,0
3806 Folsom Ave,Saint Louis,0,325000.0,3,3,2450,2,250488.0,30.0,156.0,-15.0,1,2,1,0,1,1,1,0,65.0,1940.0,1,2,6,1,133.0,1,2,5,3354.0,4.0,3,0,0,0,9,0
3808 Forester Dr,Columbia,0,275900.0,3,2,1672,1,172020.0,60.0,108.0,53.0,1,1,1,0,0,0,0,0,111.0,2020.0,0,1,5,0,165.0,1,2,8,9844.0,2.2,0,0,0,0,1,0
3809 Ivanhoe Blvd,Columbia,1,300000.0,3,3,2406,1,254792.0,18.0,128.0,-3.0,1,1,1,1,1,1,0,0,1.0,2006.0,0,2,7,1,125.0,1,0,6,3920.0,2.2,3,92,0,0,1,0
3813 Canyon Ridge Dr,Columbia,0,252400.0,3,2,1503,1,172020.0,47.0,108.0,55.0,1,1,1,0,1,1,0,0,144.0,2020.0,0,1,5,0,168.0,1,7,5,6398.0,2.2,0,100,0,0,3,0
3815 Canyon Ridge Dr,Columbia,0,272400.0,4,3,2255,1,172020.0,58.0,108.0,12.0,1,1,1,0,1,1,0,0,144.0,2020.0,0,2,7,0,121.0,1,7,5,5227.0,2.2,0,100,0,0,3,0
3815 E Brookdale Ter,Springfield,1,479999.0,4,3,3227,1,129720.0,270.0,125.0,19.0,1,1,1,0,0,0,0,0,5.0,2019.0,0,3,7,1,149.0,1,2,8,7060.0,2.2,3,50,0,0,1,0
3815 Kosciusko St,Saint Louis,0,349500.0,4,4,2800,2,148991.0,135.0,116.0,8.0,1,1,1,1,1,1,0,0,122.0,1863.0,1,3,17,1,125.0,1,2,5,7056.0,3.0,3,0,0,0,4,0
3817 N Elmwood Ave,Kansas City,0,82000.0,2,1,756,1,148447.0,-45.0,137.0,-21.0,1,1,1,1,1,1,0,0,62.0,1944.0,0,1,5,0,108.0,1,2,7,7000.0,0.0,2,0,0,0,15,0
3818 E Hutcheson Ave,Springfield,0,689900.0,3,3,2700,1,129720.0,432.0,125.0,104.0,1,1,1,0,1,1,0,0,54.0,2019.0,0,1,6,1,256.0,2,1,5,10018.0,3.0,3,50,0,0,6,0
3819 Lawler Dr,Saint Louis,1,55000.0,2,1,1244,1,50139.0,10.0,49.0,-10.0,0,0,1,1,1,1,0,0,60.0,1941.0,0,2,5,1,44.0,0,0,0,6499.0,2.2,3,0,0,0,6,0
3820 Wyoming St,Kansas City,0,530000.0,4,4,6149,1,254795.0,108.0,194.0,-56.0,1,1,1,1,1,0,0,0,180.0,2002.0,0,3,1,1,86.0,5,6,6,9583.0,1.0,3,0,1,0,7,1
3821 E 67th Ter,Kansas City,0,45000.0,4,2,2702,4,61927.0,-27.0,58.0,-71.0,1,1,1,1,0,1,1,0,16.0,1923.0,1,2,7,1,17.0,1,0,8,4865.0,0.0,1,0,0,0,14,0
3821 E 67th Ter,Kansas City,0,45000.0,4,2,2702,4,61927.0,-27.0,58.0,-71.0,1,1,1,1,0,1,1,0,16.0,1923.0,1,2,7,1,17.0,1,0,0,4865.0,0.0,1,0,0,0,14,0
3828 Baltimore Ave,Kansas City,0,440000.0,5,4,3904,5,254795.0,73.0,194.0,-42.0,1,1,1,1,1,1,0,0,16.0,1903.0,0,3,9,1,113.0,1,2,8,3904.0,1.0,3,0,0,0,1,0
3834 Virginia Ave,Saint Louis,0,59900.0,2,1,1306,4,148991.0,-60.0,116.0,-60.0,1,1,1,1,1,0,0,0,95.0,1885.0,1,1,3,1,46.0,1,0,5,6577.0,2.0,3,0,0,0,3,0
3835 Burgen Ave,Saint Louis,0,135000.0,2,2,1038,1,139291.0,-3.0,131.0,-1.0,1,1,1,1,1,0,0,0,53.0,1932.0,1,1,4,1,130.0,1,0,0,3323.0,1.0,3,0,0,0,4,0
3836 E 60th Ter,Kansas City,0,62000.0,3,1,1840,3,53127.0,17.0,51.0,-34.0,1,1,1,1,1,1,0,0,156.0,1953.0,0,2,4,1,34.0,1,0,8,1306.0,1.0,1,0,0,0,6,0
3838 W Parkridge Cir,Springfield,1,268000.0,5,3,2688,1,129720.0,107.0,125.0,-20.0,1,1,1,1,0,0,0,0,4.0,2005.0,0,1,8,1,100.0,1,0,0,2688.0,0.0,3,0,0,0,7,0
3840 College Ave,Kansas City,0,79000.0,3,1,1184,4,49332.0,60.0,44.0,52.0,1,1,1,1,1,1,0,0,103.0,1917.0,0,1,4,0,67.0,1,0,5,4395.0,2.2,0,0,0,0,6,0
3841 S Queens Ct,Springfield,0,179900.0,3,2,1816,1,156720.0,15.0,109.0,-9.0,1,1,1,0,1,1,1,0,26.0,1974.0,0,1,7,1,99.0,1,2,5,1816.0,2.0,3,0,0,0,3,0
3843 E Brookdale Ter,Springfield,0,369900.0,2,3,1933,1,129720.0,185.0,125.0,53.0,1,1,1,0,1,1,0,0,36.0,2020.0,0,1,5,1,191.0,1,7,8,7405.0,2.0,3,50,0,0,4,0
3852 Marine Ave,Saint Louis,0,79900.0,2,2,1400,3,148991.0,-46.0,116.0,-51.0,1,1,1,0,1,1,0,0,66.0,1900.0,1,2,7,0,57.0,1,7,5,2482.0,2.2,0,0,0,0,4,0
3853 Oakridge Blvd,Saint Louis,0,109500.0,3,3,1236,1,50139.0,118.0,49.0,81.0,0,0,1,0,1,1,0,0,72.0,1958.0,0,1,6,1,89.0,1,2,0,8929.0,1.0,3,0,0,0,2,0
3865 N Daniels Ct,Springfield,0,255000.0,5,3,2884,1,117917.0,116.0,93.0,-5.0,1,1,1,1,1,1,0,0,21.0,1987.0,0,1,6,1,88.0,1,7,5,10890.0,2.0,3,0,0,0,3,0
3886 E Latoka St,Springfield,0,309900.0,3,3,3042,1,313316.0,-1.0,120.0,-15.0,1,1,1,1,1,1,0,0,21.0,1992.0,0,1,4,1,102.0,1,7,0,3042.0,3.0,3,0,0,0,7,0
3887 E Eaglescliffe Dr,Springfield,0,1095000.0,5,5,7500,1,313316.0,249.0,120.0,22.0,3,1,1,1,1,1,0,0,180.0,1990.0,1,1,19,1,146.0,1,7,0,7500.0,3.0,3,120,1,0,7,0
39 Briarcliff,Saint Louis,0,1965000.0,5,7,7953,1,915801.0,115.0,275.0,-10.0,2,1,1,1,1,1,0,0,117.0,2001.0,1,1,12,1,247.0,1,2,5,1.0,4.0,3,83,0,0,10,1
3901 Manheim Rd,Kansas City,0,399000.0,4,4,3150,2,205269.0,94.0,156.0,-19.0,1,1,1,1,1,1,0,0,45.0,1908.0,0,3,8,0,127.0,1,2,5,9831.0,2.2,0,0,0,0,15,0
3903 Deerfoot Way,Columbia,0,335450.0,4,3,3007,1,254792.0,32.0,128.0,-13.0,1,1,1,1,1,1,0,0,154.0,2003.0,0,2,9,1,112.0,1,7,6,3007.0,2.2,3,0,1,0,6,0
3906 Louisiana Ave,Saint Louis,0,55000.0,4,2,1512,5,148991.0,-63.0,116.0,-69.0,1,1,1,0,1,1,0,0,180.0,1890.0,1,2,6,0,36.0,1,7,0,3005.0,2.2,0,0,0,0,7,0
3908 E 72nd St,Kansas City,0,140000.0,3,2,2356,1,61927.0,126.0,58.0,2.0,1,1,1,1,1,1,0,0,12.0,1958.0,1,1,5,0,59.0,1,0,8,7379.0,2.2,0,0,0,0,4,0
3908 E 72nd St,Kansas City,0,140000.0,3,2,2356,1,61927.0,126.0,58.0,2.0,1,1,1,1,1,1,0,0,14.0,1958.0,1,1,5,0,59.0,1,0,7,7379.0,2.2,0,0,0,0,4,0
3909 Randall St,Saint Louis,0,89000.0,2,1,1152,1,139291.0,-36.0,131.0,-41.0,1,1,1,1,1,1,0,0,82.0,1925.0,1,1,5,1,77.0,3,2,8,3092.0,1.0,3,0,0,0,2,0
3911 N Elmwood Ave,Kansas City,0,99900.0,2,1,890,1,148447.0,-33.0,137.0,-18.0,1,1,1,1,1,1,0,0,9.0,1944.0,0,1,5,1,112.0,1,0,7,7840.0,1.0,3,0,0,0,3,0
3912 SW Stoney Brook Dr,Lees Summit,0,475645.0,4,4,2283,1,337199.0,41.0,150.0,39.0,1,1,1,0,0,1,1,0,120.0,2001.0,0,2,8,1,208.0,1,5,5,5401.0,2.0,3,65,0,0,1,0
3915 Tholozan Ave,Saint Louis,0,220000.0,3,1,2535,3,139291.0,58.0,131.0,-34.0,1,1,1,0,1,1,0,0,86.0,1929.0,1,2,4,1,87.0,1,7,5,3179.0,2.0,2,0,0,0,6,0
3916 SW Odell Dr,Lees Summit,0,430835.0,3,2,1928,1,337199.0,28.0,150.0,49.0,1,1,1,0,1,0,0,0,180.0,2019.0,0,1,8,1,223.0,5,6,6,1928.0,3.0,3,110,1,0,4,0
3918 Michigan Ave,Saint Louis,1,58000.0,3,2,2346,3,148991.0,-61.0,116.0,-79.0,1,1,1,1,1,1,0,0,52.0,1911.0,1,2,7,1,25.0,0,2,0,4084.0,2.2,3,0,0,0,11,0
3921 S Cutler Ct,Springfield,0,184700.0,3,2,1843,1,156720.0,18.0,109.0,-8.0,1,1,1,0,1,1,0,0,51.0,1986.0,0,1,7,1,100.0,1,3,0,10876.0,2.0,3,0,0,0,4,0
3923 S Grand Blvd,Saint Louis,0,65000.0,3,2,2156,3,148991.0,-56.0,116.0,-74.0,1,1,1,1,1,1,0,0,47.0,1906.0,1,2,11,1,30.0,1,2,5,3136.0,2.0,3,0,0,0,4,0
3935 Central St,Kansas City,0,349900.0,4,2,2016,5,254795.0,37.0,194.0,-11.0,1,1,1,1,1,0,0,0,49.0,1900.0,0,2,10,0,174.0,1,2,8,9186.0,1.0,0,0,1,0,9,0
3935 N Williams Pl,Springfield,0,349900.0,5,4,3700,1,117917.0,197.0,93.0,2.0,1,1,1,1,1,1,0,0,36.0,2000.0,0,1,10,1,95.0,1,0,7,1.0,3.0,3,0,1,0,2,0
3941 Madeline Dr,Saint Louis,1,20000.0,3,1,1015,1,95490.0,-79.0,96.0,-79.0,1,1,1,0,1,0,0,0,7.0,1952.0,0,1,5,1,20.0,1,2,7,1015.0,1.0,3,0,0,0,1,1
3941 N Market St,Saint Louis,1,31000.0,2,1,966,4,31000.0,-15.149012567324956,802.7929411764705,168.29993297587131,1,1,1,1,0,0,0,0,82.0,1911.0,1,1,3,0,32.0,1,0,0,3000.0,2.2,0,0,0,0,2,0
3941 Vineyard Rd,Kansas City,0,74000.0,3,1,960,1,53127.0,39.0,51.0,51.0,1,1,1,1,0,1,1,0,149.0,1941.0,0,1,4,1,77.0,1,0,8,8276.0,1.0,1,0,0,0,6,0
3946 Lawn Ave,Kansas City,0,79950.0,6,2,2208,1,53127.0,50.0,51.0,-29.0,1,1,1,1,1,1,0,0,48.0,1959.0,0,2,8,1,36.0,1,0,6,9583.0,2.0,3,0,0,0,8,0
3946 Lawn Ave,Kansas City,0,79950.0,6,2,2208,1,53127.0,50.0,51.0,-29.0,1,1,1,1,1,1,0,0,50.0,1959.0,0,2,8,1,36.0,1,0,5,9583.0,2.0,3,0,0,0,8,0
3956 E Burks Pl,Springfield,0,734900.0,4,4,3075,1,313316.0,135.0,120.0,99.0,1,1,1,0,1,1,0,0,180.0,2020.0,0,1,8,1,239.0,1,7,1,3075.0,3.0,3,50,0,0,4,0
3958 Bowen St,Saint Louis,0,254900.0,2,2,1125,1,139291.0,83.0,131.0,73.0,1,1,1,1,1,0,0,0,123.0,1928.0,1,1,4,1,227.0,1,2,5,4922.0,2.0,3,0,0,0,2,0
3959 Lafayette Ave,Saint Louis,0,274900.0,3,3,1720,1,250488.0,10.0,156.0,2.0,1,1,1,1,1,1,0,0,78.0,2005.0,1,2,6,1,160.0,1,0,0,6490.0,2.0,3,33,0,0,5,0
3959 Maffitt Ave,Saint Louis,1,240000.0,5,2,1592,3,240000.0,44.66945606694561,1494.222956234517,209865.0,1,1,1,1,0,0,0,0,35.0,1895.0,1,2,7,1,151.0,3,7,0,4356.0,2.2,3,0,1,0,3,0
3987 Canterbury Dr,Saint Louis,0,260000.0,3,2,3100,1,50139.0,419.0,49.0,71.0,0,0,1,1,0,1,1,0,41.0,1939.0,0,2,9,1,84.0,1,2,5,7710.0,2.0,3,0,0,0,5,0
3990 E Villa Way,Springfield,0,499900.0,3,2,4408,1,313316.0,60.0,120.0,-5.0,3,1,1,1,1,1,1,0,117.0,1991.0,0,1,8,1,113.0,5,7,6,8712.0,2.0,3,185,1,0,3,0
4 Cardigan Dr,Saint Louis,0,128000.0,3,2,2069,1,73741.0,74.0,70.0,-12.0,1,1,1,0,1,1,0,0,32.0,1948.0,0,1,5,1,62.0,1,0,5,2069.0,2.0,3,12,0,0,10,0
4 Irene Ct,Saint Louis,0,824900.0,5,4,3230,1,664548.0,24.0,228.0,12.0,1,1,1,0,1,1,0,0,40.0,1955.0,0,2,7,1,255.0,1,2,7,3230.0,3.0,3,0,0,0,1,0
40 Burroughs Ln,Saint Louis,0,915000.0,4,5,4624,1,915801.0,156.27602905569006,275.0,-28.0,2,1,1,0,1,1,0,0,92.0,2010.0,0,2,8,1,198.0,1,2,5,9104.0,2.0,3,33,0,0,12,1
400 SW Hoke Ln,Lees Summit,0,410000.0,3,4,4375,1,299186.0,37.0,140.0,-33.0,1,1,1,1,1,1,0,0,22.0,1989.0,0,1,7,1,94.0,1,0,7,4375.0,2.0,3,18,0,0,2,0
4000 E Christian School Rd,Columbia,0,230000.0,3,2,1130,1,259232.0,-11.0,146.0,39.0,2,1,1,1,1,1,1,0,180.0,1973.0,0,2,5,1,204.0,1,7,0,4.0,2.0,3,0,0,0,15,0
4000 Hardy Ave,Kansas City,0,125000.0,3,1,864,1,149973.0,-17.0,116.0,25.0,1,1,1,1,1,1,0,0,15.0,1965.0,0,1,4,1,145.0,1,0,7,10890.0,1.0,3,0,0,0,3,0
4001 Fall Ridge Dr,Columbia,0,298000.0,5,4,3146,1,254792.0,17.0,128.0,-26.0,1,1,1,1,1,1,0,0,35.0,2005.0,0,2,8,1,95.0,1,7,7,3146.0,2.2,3,21,0,0,13,0
4004 Bellefontaine Ave,Kansas City,1,85000.0,3,1,1215,2,53127.0,60.0,51.0,37.0,1,1,1,1,0,1,0,0,33.0,1914.0,0,2,4,0,70.0,1,0,7,4356.0,2.2,0,0,0,0,10,0
4004 Bellefontaine Ave,Kansas City,1,85000.0,3,1,1215,2,53127.0,60.0,51.0,37.0,1,1,1,1,0,1,0,0,33.0,1914.0,0,2,4,0,70.0,1,0,0,4356.0,2.2,0,0,0,0,10,0
4005 Jennings Station Rd,Saint Louis,0,29900.0,2,1,984,1,50139.0,-40.0,49.0,-38.0,0,0,1,0,1,1,0,0,87.0,1928.0,1,1,3,1,30.0,1,0,0,5880.0,0.0,3,0,0,0,10,0
4006 E 104th St,Kansas City,0,203700.0,4,3,2328,1,154112.0,32.0,120.0,-27.0,1,0,0,1,1,1,0,0,50.0,1962.0,0,2,7,1,88.0,1,0,8,2328.0,2.0,3,14,0,0,2,0
4007 Lafayette Ave,Saint Louis,0,295000.0,3,3,2264,1,250488.0,18.0,156.0,-16.0,1,1,1,0,1,1,0,0,22.0,2007.0,0,2,7,1,130.0,1,0,6,7143.0,2.0,3,0,0,0,4,0
4007 N Sheedy Ave,Springfield,1,395000.0,5,3,4634,1,117917.0,235.0,93.0,-8.0,1,1,1,1,1,1,0,0,9.0,2004.0,0,1,5,0,85.0,1,0,0,10454.0,2.2,0,28,0,0,6,0
4008 SW Ward Rd,Lees Summit,0,585000.0,3,2,1484,1,337199.0,73.0,150.0,163.0,1,1,1,1,0,1,0,0,87.0,1967.0,0,1,5,1,394.0,1,6,8,9.0,4.0,3,0,0,0,2,0
401 Benton Blvd,Kansas City,1,250000.0,3,3,2800,3,86522.0,189.0,81.0,10.0,1,1,1,1,0,1,0,0,73.0,1908.0,0,2,6,1,89.0,1,7,0,9583.0,3.0,3,0,0,0,1,0
4010 Schiller Pl,Saint Louis,0,159900.0,4,2,1681,2,139291.0,15.0,131.0,-27.0,1,1,1,1,1,1,0,0,58.0,1929.0,1,1,6,0,95.0,1,2,7,3179.0,3.0,0,0,0,0,9,0
4011 E 68th Ter,Kansas City,0,25000.0,2,4,760,2,61927.0,-60.0,58.0,-43.0,1,1,1,1,0,0,0,0,22.0,1926.0,0,1,6,0,33.0,1,0,8,4856.0,2.0,2,0,0,0,7,0
4012 Blue Hollow Dr,Columbia,0,460000.0,5,3,3510,1,254792.0,81.0,128.0,2.0,1,1,1,0,1,1,0,0,39.0,2011.0,0,3,8,0,131.0,1,7,5,9038.0,2.2,0,0,1,0,3,0
4015 S Benton Ave,Kansas City,0,65000.0,3,2,1680,3,53127.0,22.0,51.0,-24.0,1,1,1,1,1,1,0,0,15.0,1911.0,0,2,5,1,39.0,1,2,5,4356.0,1.0,3,0,0,0,3,0
4017 Dryden Ave,Saint Louis,1,25000.0,5,2,1750,2,22461.0,11.0,23.0,-38.0,1,1,1,1,1,1,0,0,4.0,1880.0,1,2,7,0,14.0,1,5,0,2962.0,2.2,0,0,0,0,5,0
4017 Dryden Ave,Saint Louis,1,25000.0,5,2,1750,2,22461.0,11.0,23.0,-38.0,1,1,1,1,1,1,0,0,4.0,1880.0,1,2,7,0,14.0,1,2,0,2962.0,2.2,0,0,0,0,5,0
4017 Dryden Ave,Saint Louis,1,25000.0,5,2,1750,2,22461.0,11.0,23.0,-38.0,1,1,1,1,1,1,0,0,4.0,1880.0,1,2,7,0,14.0,1,7,0,2962.0,2.2,0,0,0,0,5,0
4017 NE Woodridge Dr,Lees Summit,0,349000.0,4,3,3308,1,334330.0,4.0,146.0,-28.0,1,1,1,1,1,1,0,0,16.0,1981.0,0,2,7,1,106.0,1,0,0,8929.0,2.0,3,147,0,0,9,0
402 Rose Ln,Saint Louis,0,799000.0,4,3,2000,1,375401.0,113.0,218.0,83.0,1,1,1,0,1,1,0,0,180.0,1942.0,0,2,6,1,400.0,1,7,7,8407.0,2.0,3,0,0,0,2,0
402 Wilson Ln,Columbia,0,199900.0,3,3,1832,1,223410.0,-11.0,131.0,-17.0,2,1,1,1,0,1,1,0,57.0,1985.0,0,2,8,1,109.0,1,7,7,1832.0,2.2,3,0,0,0,8,0
4023 Charlotte St,Kansas City,0,130000.0,2,1,1028,1,205269.0,-37.0,156.0,-19.0,1,1,1,0,1,1,0,0,108.0,1900.0,1,2,3,0,126.0,1,0,5,2313.0,2.2,0,0,0,0,1,0
4023 Charlotte St,Kansas City,0,130000.0,2,1,1028,1,205269.0,-37.0,156.0,-19.0,1,1,1,0,1,1,0,0,108.0,1900.0,1,2,3,0,126.0,1,0,3,2313.0,2.2,0,0,0,0,1,0
4024 Clark Ave,Kansas City,1,253000.0,5,3,2065,2,254795.0,-1.0,194.0,-37.0,1,1,1,1,1,1,0,0,51.0,1901.0,0,2,14,0,123.0,1,7,8,5663.0,3.0,3,0,0,0,1,0
4025 Reavis Barracks Rd,Saint Louis,1,274900.0,3,3,2920,1,152205.0,81.0,140.0,-33.0,1,1,1,0,1,1,0,0,7.0,1928.0,0,1,6,0,94.0,1,2,0,2920.0,2.2,0,0,0,0,3,0
403 Askew Ave,Kansas City,0,82500.0,2,2,1320,2,86522.0,-5.0,81.0,-23.0,1,1,1,1,1,1,0,0,37.0,1905.0,0,2,7,0,63.0,1,7,5,3201.0,2.2,3,0,0,0,15,0
403 Hightower Ave,Springfield,1,199900.0,3,2,1613,1,221059.0,-10.0,126.0,-2.0,2,1,1,0,1,1,0,0,4.0,1986.0,0,1,5,0,124.0,1,7,5,9147.0,2.2,0,0,0,0,1,0
4030 SW Benziger Dr,Lees Summit,0,398950.0,4,7,2556,1,337199.0,18.0,150.0,4.0,1,1,1,0,1,1,0,0,25.0,2020.0,0,2,11,1,156.0,1,2,5,9334.0,2.0,3,56,0,0,1,0
4038 Green Lea Pl,Saint Louis,0,45000.0,2,1,1046,2,12142020.0,-15.149012567324956,1494.222956234517,168.29993297587131,1,1,1,0,0,0,1,0,12.0,1912.0,1,1,3,0,43.0,1,0,0,3441.0,2.0,2,0,0,0,1,0
4039 E Kensington St,Springfield,0,650000.0,6,5,6172,1,313316.0,107.0,120.0,-12.0,1,1,1,1,1,1,0,0,136.0,2005.0,0,1,11,1,105.0,3,7,5,6172.0,3.0,3,29,0,0,5,0
4039 Oregon Ave,Saint Louis,0,17500.0,3,2,2056,3,148991.0,-88.0,116.0,-93.0,1,1,1,1,0,0,0,0,114.0,1895.0,1,2,5,0,9.0,1,2,5,3397.0,2.2,0,0,0,0,7,0
4039 Wabash Ave,Kansas City,1,55000.0,3,1,1245,4,53127.0,4.0,51.0,-13.0,1,1,1,1,1,1,0,0,6.0,1960.0,0,1,4,1,44.0,1,2,0,6098.0,1.0,1,0,0,0,1,0
404 E 41st St,Kansas City,0,274500.0,4,3,1711,2,205269.0,34.0,156.0,3.0,1,1,1,1,0,1,1,0,180.0,1909.0,0,2,7,1,160.0,1,2,5,3245.0,1.0,1,0,0,0,13,0
404 NW Cottonwood Dr,Lees Summit,1,359000.0,5,4,2890,1,334330.0,7.0,146.0,-15.0,1,1,1,1,1,1,0,0,40.0,1991.0,0,2,9,1,124.0,1,0,6,2890.0,2.0,3,138,0,0,1,0
404 S Clark Ave,Saint Louis,0,337500.0,4,4,4311,1,73741.0,358.0,70.0,12.0,1,1,1,1,1,1,0,0,180.0,1907.0,1,2,15,1,78.0,0,2,7,4311.0,2.0,3,0,1,0,18,0
4040 Cora Ave,Saint Louis,1,35000.0,2,1,948,2,22461.0,56.0,23.0,61.0,1,1,1,1,1,0,0,0,48.0,1927.0,1,1,3,1,37.0,1,1,0,5440.0,2.2,3,0,0,0,1,0
405 SE Farrier Dr,Lees Summit,0,720000.0,4,4,4995,1,337199.0,114.0,150.0,-4.0,1,1,1,1,1,0,1,0,168.0,2011.0,0,1,9,1,144.0,1,6,8,4995.0,3.0,3,0,1,1,3,0
405 W Ripa Ave,Saint Louis,0,134900.0,2,1,1200,1,152205.0,-11.0,140.0,-20.0,1,1,1,0,1,1,0,0,26.0,1920.0,0,1,5,1,112.0,1,2,7,4965.0,1.0,3,0,0,0,7,0
4063 SW Royale Ct,Lees Summit,0,300000.0,4,5,3183,1,337199.0,-11.0,150.0,-37.0,1,1,1,1,0,1,0,0,57.0,1978.0,0,1,9,1,94.0,1,0,8,9148.0,2.0,3,34,0,0,1,0
4069 W Kingsbury St,Springfield,0,249900.0,6,3,2795,1,156720.0,59.0,109.0,-18.0,1,1,1,1,1,1,0,0,21.0,1999.0,0,1,8,0,89.0,1,7,5,10890.0,2.2,0,9,0,0,5,0
407 E 105th Ter,Kansas City,1,215000.0,3,3,1857,1,186241.0,15.0,141.0,-18.0,1,1,1,1,1,1,0,0,6.0,1967.0,0,2,6,1,116.0,1,6,0,9038.0,2.0,3,0,1,0,1,0
407 NW 40th St,Kansas City,1,295000.0,4,3,2800,1,181427.0,63.0,248.0,-58.0,1,1,1,1,1,1,0,0,8.0,1968.0,0,2,7,1,105.0,1,0,8,2800.0,2.2,3,0,0,0,10,0
407 NW 40th St,Kansas City,1,295000.0,4,3,2800,1,181427.0,63.0,248.0,-58.0,1,1,1,1,1,1,0,0,10.0,1968.0,0,2,7,1,105.0,1,0,8,2800.0,2.2,3,0,0,0,10,0
