,title,price,owner,accident,price_rating,mileage,drive_type,engine,transmission,fuel_type,mpg,exterior,interior
723,Used 2019 Dodge Grand Caravan GT,"17,391",One Owner,Accident / Damage Reported,GREAT,"42,462",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Indigo Blue Clearcoat,Black
724,Used 2019 Dodge Grand Caravan GT,"17,491",One Owner,No Accident / Damage Reported,GREAT,"43,490",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Granite Pearlcoat,Black
725,Used 2019 Chevrolet Equinox FWD LT w/ 1LT,"17,491",One Owner,No Accident / Damage Reported,GREAT,"35,192",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 32 Highway,Summit White,Jet Black
726,New 2020 Chevrolet Sonic LT Hatchback,"16,371",,,,0,2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 34 Highway,Red Hot - Red,Jet Black Cloth
727,Used 2018 Chevrolet Colorado 4x4 Crew Cab W/T,"29,990",One Owner,No Accident / Damage Reported,GOOD,"26,734",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Black
728,Used 2017 Chrysler 300 C,"17,591",Multiple Owners,Accident / Damage Reported,GOOD,"84,322",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Gloss Black,Black
729,Used 2019 Mitsubishi Outlander ES,"17,891",One Owner,No Accident / Damage Reported,GREAT,"35,120",4 wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,24 City / 29 Highway,Labrador Black Metallic,Black
730,Used 2020 Chevrolet Malibu LT w/ 1LT,"17,991",One Owner,No Accident / Damage Reported,GOOD,"31,644",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,29 City / 36 Highway,Summit White,Jet Black
731,Used 2016 Honda Accord Touring Sedan,"18,491",One Owner,Accident / Damage Reported,GREAT,"71,761",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,21 City / 34 Highway,White Orchid Pearl,Ivory
732,Used 2014 Mercedes-Benz E 350 Sedan,"18,791",Multiple Owners,Accident / Damage Reported,,"71,551",2 wheel drive - rear,6-Cylinder,7-Speed Automatic,Gasoline,21 City / 30 Highway,Obsidian Black Metallic,Black
733,Used 2016 Ford Fusion SE,"12,995",,,,"47,110",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 33 Highway,Tan,Black
734,Used 2019 Toyota Camry SE,"19,791",One Owner,No Accident / Damage Reported,GREAT,"37,808",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,29 City / 41 Highway,Super White,Black
735,Used 2019 Toyota Camry SE,"19,891",One Owner,Accident / Damage Reported,GREAT,"39,601",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,29 City / 41 Highway,Super White,Black
736,Used 2018 Subaru Outback 2.5i,"21,591",One Owner,No Accident / Damage Reported,GOOD,"33,769",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 32 Highway,Crystal Black Silica,Warm Ivory
737,Used 2019 Dodge Charger GT,"26,791",One Owner,No Accident / Damage Reported,GREAT,"29,494",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Destroyer Gray Clearcoat,Black
738,Used 2020 Toyota Sienna XLE,"28,791",One Owner,Accident / Damage Reported,GREAT,"35,978",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 26 Highway,Celestial Silver Metallic,Ash
739,Used 2018 Audi Q5 2.0T Premium,"29,391",One Owner,No Accident / Damage Reported,GREAT,"31,716",All wheel drive,4-Cylinder Turbo,7-Speed Automatic,Gasoline,23 City / 27 Highway,Florett Silver Metallic,Black
740,Used 2019 Nissan Armada SV,"29,791",One Owner,No Accident / Damage Reported,GREAT,"60,980",All wheel drive,8-Cylinder,7-Speed Automatic,Gasoline,13 City / 18 Highway,Gun Metallic,Charcoal
741,Used 2019 Honda Odyssey EX-L,"30,791",Multiple Owners,No Accident / Damage Reported,GREAT,"39,301",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 28 Highway,White Diamond Pearl,Gray
742,Used 2018 Ford F150 Lariat,"36,591",Multiple Owners,No Accident / Damage Reported,GOOD,"86,567",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",19 City / 24 Highway,White Platinum Metallic Tri-Coat
743,Used 2020 Mercedes-Benz GLC 300 4MATIC,"36,691",One Owner,No Accident / Damage Reported,GREAT,"27,632",All wheel drive,4-Cylinder Turbo,9-Speed Automatic,Gasoline,21 City / 28 Highway,Polar White,Black Mb-Tex
744,Used 2019 RAM 1500 Laramie Limited,"48,791",Multiple Owners,No Accident / Damage Reported,GREAT,"27,549",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Bright White Clearcoat
745,Used 2013 Toyota RAV4 AWD LE,"11,898",Multiple Owners,No Accident / Damage Reported,GREAT,"121,800",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 28 Highway,Red,Ash
746,Used 2019 Nissan Sentra SV,"13,790",One Owner,No Accident / Damage Reported,GREAT,"17,298",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Black,Charcoal
747,Used 2019 Hyundai Elantra SEL Sedan,"13,899",One Owner,No Accident / Damage Reported,GREAT,"38,773",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,28 City / 37 Highway,Silver,Black
748,Used 2019 Hyundai Elantra SEL Sedan,"13,899",One Owner,No Accident / Damage Reported,GREAT,"37,157",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,28 City / 37 Highway,Red,Black
749,Used 2019 Nissan Sentra SR,"14,200",One Owner,No Accident / Damage Reported,GREAT,"40,251",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Gray,Charcoal
750,Used 2019 Nissan Sentra SR,"14,200",One Owner,No Accident / Damage Reported,GREAT,"37,053",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Blue,Charcoal
751,Used 2019 Toyota Corolla LE,"14,499",One Owner,No Accident / Damage Reported,GREAT,"42,471",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Black,Black
752,Used 2019 Toyota Corolla LE,"14,500",One Owner,No Accident / Damage Reported,GREAT,"43,452",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Metallic,Black
753,Used 2017 Ford Fusion SE,"14,508",One Owner,No Accident / Damage Reported,GREAT,"54,290",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Gray,Ebony
754,Used 2019 Toyota Camry SE,"19,798",,,GREAT,"39,103",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,29 City / 41 Highway,White,Ash
756,Used 2019 Toyota Corolla LE,"14,664",One Owner,No Accident / Damage Reported,GREAT,"41,355",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Metallic,Black
757,Used 2013 Toyota Sienna XLE,"14,723",Multiple Owners,No Accident / Damage Reported,GREAT,"109,457",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 25 Highway,Brown,Bisque
758,Used 2020 Nissan Versa SR,"14,890",One Owner,No Accident / Damage Reported,GREAT,"23,000",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,32 City / 40 Highway,White,Sport
759,Used 2018 Jeep Cherokee FWD Latitude,"17,199",Multiple Owners,No Accident / Damage Reported,GREAT,"30,917",2 wheel drive - front,4-Cylinder,9-Speed Automatic,Gasoline,21 City / 30 Highway,Blue,Black
760,Used 2019 Dodge Grand Caravan GT,"18,233",One Owner,No Accident / Damage Reported,GREAT,"36,136",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Black,Black
761,New 2021 Hyundai Venue,"20,480",,,,2,2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 33 Highway,Green Apple,Gray
762,Used 2019 Dodge Grand Caravan GT,"18,235",One Owner,No Accident / Damage Reported,GREAT,"35,616",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,White,Black
763,Used 2019 Nissan Altima 2.5 SL,"19,500",One Owner,No Accident / Damage Reported,GREAT,"37,914",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 39 Highway,White,Light Gray
764,Used 2018 Nissan Rogue SL,"19,990",One Owner,No Accident / Damage Reported,GREAT,"34,307",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,26 City / 33 Highway,Red,Charcoal
765,Used 2019 Volkswagen Atlas 4Motion SE V6 w/ Technology,"29,699",One Owner,No Accident / Damage Reported,GREAT,"36,196",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,17 City / 23 Highway,Silver,Titan Black
766,Used 2019 Nissan Armada SL,"35,898",Multiple Owners,No Accident / Damage Reported,GREAT,"40,483",All wheel drive,8-Cylinder,7-Speed Automatic,Gasoline,13 City / 18 Highway,Hermosa Blue Pearl,Charcoal
767,Used 2020 Chevrolet Suburban LT,"45,989",One Owner,No Accident / Damage Reported,GREAT,"37,385",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,14 City / 21 Highway,Black,Jet Black
768,Used 2002 Toyota Camry V6,"8,995",Multiple Owners,No Accident / Damage Reported,,"121,032",2 wheel drive - front,6-Cylinder,4-Speed Automatic,Gasoline,20 City / 28 Highway,JTDBF30K820041036,
769,Used 2017 GMC Acadia FWD SLT w/ SLT-1,"24,094",One Owner,No Accident / Damage Reported,GREAT,"55,896",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 25 Highway,Crimson Red Tintcoat,Ash
770,Used 2018 Cadillac XT5 FWD Luxury,"26,557",One Owner,No Accident / Damage Reported,GREAT,"35,794",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 26 Highway,Radiant Silver Metallic,Jet Black
771,Used 2020 Subaru Legacy Sport,"26,750",One Owner,No Accident / Damage Reported,,"2,773",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 35 Highway,Magnetite Gray Metallic,Two-Tone Gray
772,Used 2017 Chevrolet Silverado 1500 LT,"33,390",One Owner,Accident / Damage Reported,GREAT,"59,226",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",16 City / 22 Highway,Pepperdust
773,Used 2019 RAM 1500 4x4 Crew Cab Rebel,"47,103",One Owner,No Accident / Damage Reported,GREAT,"16,605",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Bright White Clearcoat
774,Used 2015 Mitsubishi Lancer ES Sedan,"9,500",Multiple Owners,No Accident / Damage Reported,GREAT,"70,671",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,26 City / 33 Highway,Black,Black
775,Used 2019 Honda Insight EX,"20,500",One Owner,No Accident / Damage Reported,GREAT,"14,515",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,55 City / 49 Highway,White Orchid Pearl
776,Certified 2017 Buick Enclave FWD Leather,"25,200",One Owner,No Accident / Damage Reported,GREAT,"41,787",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,15 City / 22 Highway,White Frost Tricoat,Ebony With Ebony
777,Used 2017 Ford F150 SuperCab XL,"25,500",One Owner,No Accident / Damage Reported,GREAT,"31,337",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,"6'6""",18 City / 24 Highway,Oxford White
778,Used 2014 Toyota Corolla LE,"10,899",Multiple Owners,No Accident / Damage Reported,GREAT,"58,345",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Brown Sugar Metallic,Amber
779,Used 2013 Mercedes-Benz E 350 Sedan,"14,971",Multiple Owners,No Accident / Damage Reported,GREAT,"62,113",2 wheel drive - rear,6-Cylinder,7-Speed Automatic,Gasoline,20 City / 30 Highway,Diamond Silver Metallic,Black
780,Used 2013 Lexus ES 300h,"16,494",Multiple Owners,No Accident / Damage Reported,GREAT,"72,381",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,40 City / 39 Highway,Matador Red Mica,Parchment
781,Certified 2017 Ford Escape FWD SE,"16,976",One Owner,No Accident / Damage Reported,GREAT,"15,016",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 30 Highway,Magnetic Metallic,Charcoal Black
783,Used 2018 Kia Sportage FWD EX,"19,000",Multiple Owners,No Accident / Damage Reported,GREAT,"15,892",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 29 Highway,Snow White Pearl,Black
784,New 2020 Dodge Grand Caravan SE,"23,960",,,,10,2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 25 Highway,Brilliant Black Crystal Pearlcoat,Black/Light Graystone
785,Certified 2017 Ford Escape FWD SE,"17,497",One Owner,No Accident / Damage Reported,GREAT,"26,802",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 30 Highway,Lightning Blue Metallic,Charcoal Black
787,Certified 2017 Ford Escape 4WD SE,"19,885",One Owner,No Accident / Damage Reported,GREAT,"29,295",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 28 Highway,White Platinum Metallic Tri-Coat,Charcoal Black
788,Used 2018 Jeep Compass 4WD Limited,"22,679",One Owner,No Accident / Damage Reported,GREAT,"15,117",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,White Clearcoat,Black
789,Certified 2020 Ford Escape FWD SEL,"23,994",Multiple Owners,No Accident / Damage Reported,GREAT,"3,722",2 wheel drive - front,3-Cylinder Turbo,8-Speed Automatic,Gasoline,27 City / 33 Highway,Rapid Red Metallic Tinted Clearcoat,Ebony
791,Certified 2020 Ford Escape 4WD SEL,"25,467",One Owner,No Accident / Damage Reported,GREAT,"5,460",All wheel drive,3-Cylinder Turbo,8-Speed Automatic,Gasoline,26 City / 31 Highway,Ingot Silver Metallic,Ebony
792,Used 2020 RAM 1500 SLT,"42,995",One Owner,No Accident / Damage Reported,,"5,710",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",16 City / 23 Highway,Diamond Black Crystal Pearlcoat
793,Certified 2020 Ford Escape 4WD Titanium,"28,489",One Owner,No Accident / Damage Reported,GREAT,"2,324",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,23 City / 31 Highway,Ingot Silver Metallic,Sandstone
795,Used 2018 Chevrolet Silverado 1500 LT,"32,394",Multiple Owners,No Accident / Damage Reported,GREAT,"29,274",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'7""",17 City / 22 Highway,Deep Ocean Blue Metallic
796,Certified 2017 Ford F150 XLT,"35,498",One Owner,No Accident / Damage Reported,GREAT,"37,194",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 23 Highway,Oxford White,Black
797,Certified 2018 Ford F150 XLT,"36,594",One Owner,No Accident / Damage Reported,GREAT,"22,090",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Magnetic Metallic
799,Certified 2017 Ford F150 XLT,"37,267",One Owner,No Accident / Damage Reported,GREAT,"35,210",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,17 City / 23 Highway,Ingot Silver Metallic,Black
800,Used 2015 Dodge Dart Limited,"10,436",One Owner,Accident / Damage Reported,GREAT,"91,960",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 34 Highway,Granite Crystal Metallic Clearcoat,Black
801,Used 2019 Kia Rio S Sedan,"12,309",One Owner,No Accident / Damage Reported,GOOD,"41,631",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,28 City / 37 Highway,Phantom Gray,Black
802,Used 2015 Honda Civic SE Sedan,"12,489",Multiple Owners,No Accident / Damage Reported,GOOD,"83,650",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Modern Steel Metallic,Black
803,Used 2019 Nissan Sentra SV,"13,495",One Owner,No Accident / Damage Reported,GREAT,"30,645",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Fresh Powder,Charcoal
804,Used 2019 Nissan Sentra SV,"13,495",One Owner,No Accident / Damage Reported,GREAT,"33,537",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Fresh Powder,Charcoal
805,Used 2019 Nissan Sentra SV,"13,723",One Owner,No Accident / Damage Reported,GREAT,"25,645",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Fresh Powder,Charcoal
806,Used 2019 Nissan Sentra SV,"13,743",One Owner,No Accident / Damage Reported,GREAT,"31,792",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Fresh Powder,Charcoal
807,Used 2019 Nissan Sentra SV,"13,851",Multiple Owners,No Accident / Damage Reported,GREAT,"29,887",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Brilliant Silver Metallic,Charcoal
808,Used 2019 Nissan Sentra SV,"13,939",Multiple Owners,No Accident / Damage Reported,GREAT,"31,705",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Brilliant Silver Metallic,Charcoal
809,Used 2019 Kia Soul +,"14,340",One Owner,No Accident / Damage Reported,GREAT,"35,306",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 30 Highway,Bright Silver,Black
810,Used 2020 Kia Forte LXS,"15,375",One Owner,No Accident / Damage Reported,GREAT,"31,323",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 40 Highway,Clear White,Black
811,Used 2015 Chevrolet Traverse AWD LTZ,"15,687",Multiple Owners,No Accident / Damage Reported,GREAT,"126,210",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,White,Dark Titanium Light Titanium
812,Used 2019 Toyota Corolla L,"15,691",Multiple Owners,No Accident / Damage Reported,GREAT,"32,062",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Super White,Steel Gray
813,Used 2020 Toyota Corolla LE Sedan,"15,963",One Owner,No Accident / Damage Reported,GREAT,"36,297",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,Barcelona Red Metallic,Black
814,Used 2019 Ford Fusion SE Hybrid,"15,999",One Owner,No Accident / Damage Reported,GREAT,"29,955",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,43 City / 40 Highway,Oxford White
815,New 2020 RAM 1500 4x4 Crew Cab Tradesman,"47,495MSRP",,,,10,4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Bright White Clearcoat
817,Used 2020 Kia Optima LX,"16,997",One Owner,No Accident / Damage Reported,GREAT,"26,090",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 32 Highway,Sparkling Silver,Black
818,Used 2020 Kia Soul S,"16,999",One Owner,No Accident / Damage Reported,GREAT,"31,541",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Inferno Red,Black
819,Used 2020 Kia Soul S,"17,073",One Owner,No Accident / Damage Reported,GREAT,"36,627",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Snow White Pearl,Black
820,Used 2020 Kia Optima LX,"17,418",One Owner,No Accident / Damage Reported,GOOD,"33,816",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 32 Highway,Sparkling Silver,Black
821,Used 2017 Chevrolet Malibu LT w/ 1LT,"17,461",One Owner,No Accident / Damage Reported,,"24,730",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,27 City / 36 Highway,Blue Velvet Metallic,Dark Atmosphere/Medium Ash Gra
823,Used 2019 Nissan Rogue SV,"17,998",One Owner,No Accident / Damage Reported,GREAT,"31,160",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,26 City / 33 Highway,Magnetic Black Pearl,Charcoal
824,Used 2016 Honda CR-V AWD EX,"18,215",Multiple Owners,No Accident / Damage Reported,GREAT,"67,803",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 31 Highway,Mountain Air Metallic,Beige
825,Used 2019 Mitsubishi Outlander SEL,"18,249",One Owner,No Accident / Damage Reported,GREAT,"31,155",4 wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,24 City / 29 Highway,Pearl White,Black
826,Used 2019 Toyota Camry LE,"18,447",One Owner,No Accident / Damage Reported,GREAT,"33,491",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,29 City / 41 Highway,Super White,Black
827,Used 2019 Nissan Rogue SV,"18,495",One Owner,No Accident / Damage Reported,GREAT,"26,944",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,26 City / 33 Highway,Glacier White,Charcoal
