,year,brand,make_model,price,price_bin,price_rating,mileage,mileage_15,mpg_city,mpg_highway,combined_mpg,condition,accident,one_owner,drive_type,fuel_type,engine,engine_#,automatic,turbo,electric,transmission,trans_#,interior,exterior,color
375,2017,4,Hyundai Tucson Night,19290.0,5,0,28304,6,25,30,55,2,1,0,0,0,4-Cylinder Turbo,4,1,1,0,7-Speed Automatic,7,Black,Caribbean Blue,Blue
376,2017,16,Jeep Compass Limited,22779.0,7,1,30328,6,22,30,52,1,1,1,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Jazz Blue Pearlcoat,Blue
377,2017,8,GMC Acadia AWD All Terrain,24594.0,8,2,45814,10,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Iridium Metallic,Metallic
378,2017,0,Chevrolet Traverse AWD Premier,26299.0,9,2,58141,12,15,22,37,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Mosaic Black Metallic,Black
379,2015,27,Mitsubishi Mirage DE,6332.0,0,2,80892,13,36,42,78,1,0,0,0,0,3-Cylinder,3,1,0,0,Continuously Variable Automatic,0,Black,Blue,Blue
380,2014,13,Kia Sportage FWD LX,11320.0,2,1,80065,13,21,28,49,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Gray,Bright Silver,Silver
381,2017,4,Hyundai Tucson SE,16355.0,4,1,40325,9,23,30,53,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Black,Black
382,2019,4,Hyundai Tucson AWD SE,18372.0,5,2,29080,6,22,25,47,1,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Gemstone Red,Red
383,2014,9,Toyota Highlander Limited,23458.0,7,1,86401,13,18,24,42,1,0,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Black,Black
384,2014,13,Kia Sorento AWD EX V6,7891.0,1,2,175629,14,18,24,42,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Beige,Titanium Silver,Silver
385,2014,11,Mercedes-Benz CLA 250,15291.0,3,2,96565,14,26,38,64,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,7-Speed Automatic,7,Black,Night Black,Black
386,2017,14,Lincoln MKZ Select,15991.0,3,2,71966,13,21,31,52,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,White Platinum Metallic Tri-Coat,White
387,2020,8,GMC Terrain FWD SLE,21115.0,6,0,5267,1,26,30,56,3,1,0,0,0,4-Cylinder Turbo,4,1,1,0,9-Speed Automatic,9,Black,Quicksilver Metallic - Gray,Metallic
388,2019,10,MAZDA MAZDA3 Sedan w/ Premium Package,18591.0,5,2,22774,4,26,35,61,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Snowflake White Pearl Mica,White
389,2016,7,Honda Accord EX Sedan,18691.0,5,1,55609,11,27,36,63,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Deep Blue Opal Metallic,Blue
390,2019,9,Toyota Camry SE,19991.0,5,2,46223,10,29,41,70,1,1,1,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Predawn Gray Mica,Gray
391,2019,9,Toyota Camry SE,19991.0,5,2,38720,9,29,41,70,1,0,1,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Midnight Black Metallic,Black
392,2017,3,Ford Edge AWD Titanium,21691.0,6,2,61679,12,20,27,47,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Ingot Silver Metallic,Ingot
393,2020,4,Hyundai Santa Fe AWD SEL w/ Convenience Package,29779.0,10,0,12,0,21,27,48,3,1,1,1,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Gray,Lava Orange,Orange
394,2019,5,Chrysler 300 Touring,22891.0,7,1,11550,2,19,30,49,1,1,1,2,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Gloss Black,Black
395,2020,5,Chrysler Pacifica Touring,24991.0,8,2,26289,5,19,28,47,1,1,0,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Bright White Clearcoat,White
396,2018,3,Ford Explorer FWD XLT,24991.0,8,0,19430,4,19,27,46,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Platinum Dune Metallic Tri-Coat,Metallic
397,2017,3,Ford Explorer 4WD Limited,26991.0,9,2,65116,12,16,22,38,1,1,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Shadow Black,Black
398,2019,7,Honda CR-V AWD EX-L,27591.0,9,2,18860,3,27,33,60,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,N/A,Platinum White Pearl,White
399,2018,25,Audi Q5 2.0T Premium,27991.0,9,2,34571,8,23,27,50,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,7-Speed Automatic,7,Black,Florett Silver Metallic,Silver
400,2017,1,Lexus ES 350,29591.0,10,0,20952,4,21,30,51,1,1,0,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Gray,Eminent White Pearl,White
401,2017,2,Dodge Durango AWD GT,30591.0,11,1,31343,7,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Granite Metallic Clearcoat,Granite
402,2019,3,Ford Mustang GT Coupe,34391.0,11,1,10301,2,0,0,0,1,1,1,2,0,8-Cylinder,8,0,0,0,Information Unavailable,0,Ebony,Race Red,Red
403,2020,0,Chevrolet Suburban LT,43991.0,13,2,40091,9,14,21,35,1,1,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Summit White,White
404,2015,3,Ford F250 XLT,42500.0,13,2,39052,9,0,0,0,1,1,0,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,N/A,Vermillion Red,Red
405,2017,15,Buick Encore FWD Essence,16731.0,4,1,38836,9,25,33,58,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Quicksilver Metallic,Metallic
406,2017,7,Honda Pilot AWD EX-L,27939.0,9,1,44441,10,18,26,44,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,Lunar Silver Metallic,Silver
407,2011,9,Toyota Sienna LE,12000.0,2,2,109508,14,18,24,42,1,1,0,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,Beige,Beige
408,2018,27,Mitsubishi Outlander Sport FWD,16000.0,3,2,18172,3,23,29,52,1,0,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Black,Black
409,2017,9,Toyota RAV4 FWD LE,18750.0,5,2,36713,8,23,30,53,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Silver Sky Metallic,Silver
410,2017,16,Jeep Grand Cherokee 4WD Laredo,25700.0,8,1,24798,5,18,25,43,1,0,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Diamond Black Crystal Pearlcoat,Black
411,2020,0,Chevrolet Traverse FWD LT,34000.0,11,2,3827,1,18,27,45,2,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Summit White,White
412,2017,3,Ford Escape FWD S,14998.0,3,2,28721,6,21,29,50,2,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Ingot Silver Metallic,Ingot
413,2017,3,Ford Escape FWD S,16570.0,4,2,14365,3,21,29,50,2,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Shadow Black,Black
415,2018,0,Chevrolet Silverado 1500 LT,38990.0,12,1,35240,8,5,0,5,1,0,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Red,N/A,N/A
416,2019,3,Ford Escape FWD S,17243.0,4,2,9848,2,21,29,50,2,1,1,0,1,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Gray,Agate Black Metallic,Black
417,2017,3,Ford Fusion SE,17664.0,4,2,12129,2,23,34,57,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Burgundy Velvet Metallic Tinted Clearcoat,Burgundy
418,2016,12,Nissan Altima 3.5 SL,14443.0,3,2,74351,13,22,31,53,1,0,0,0,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Super Black,Black
419,2020,13,Kia Forte LXS,14997.0,3,2,31386,7,29,40,69,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Silky Silver,Silver
420,2019,9,Toyota Corolla LE,15202.0,3,2,29151,6,28,36,64,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Red,Red
421,2019,9,Toyota Corolla LE,15264.0,3,2,28975,6,28,36,64,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Silver,Silver
422,2019,9,Toyota Corolla LE,15264.0,3,2,29916,6,28,36,64,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Slate Metallic,Metallic
423,2013,19,Acura MDX,15495.0,3,1,103848,14,16,21,37,1,1,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,Aspen White Pearl,White
424,2019,9,Toyota Corolla L,15497.0,3,2,30460,6,28,36,64,1,0,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Silver,Silver
425,2019,9,Toyota Corolla LE,15498.0,3,2,28500,6,28,36,64,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Red,Red
426,2017,7,Honda Civic LX Sedan,16386.0,4,1,33373,7,31,40,71,2,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Lunar Silver Metallic,Silver
427,2017,7,Honda Accord LX Sedan,17263.0,4,1,43091,10,0,0,0,2,0,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Modern Steel Metallic,Metallic
428,2020,13,Kia Optima LX,17444.0,4,2,25638,5,24,32,56,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Ebony Black,Ebony
429,2019,2,Dodge Grand Caravan GT,17590.0,4,2,47374,10,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Granite Crystal Metallic Clearcoat,Granite
430,2017,7,Honda Civic EX Sedan,17846.0,4,1,43455,10,31,40,71,2,0,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Modern Steel,N/A
431,2019,2,Dodge Grand Caravan GT,17980.0,4,2,42603,10,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Billet Silver Metallic Clearcoat,Silver
432,2019,27,Mitsubishi Outlander SEL,18344.0,5,2,29530,6,24,29,53,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Red,Red
433,2019,2,Dodge Grand Caravan GT,19264.0,5,2,31980,7,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Billet Silver Metallic Clearcoat,Silver
434,2016,3,Ford Mustang Coupe,19381.0,5,1,59198,12,21,31,52,1,1,0,2,0,4-Cylinder Turbo,4,1,1,0,6-Speed Shiftable Automatic,6,Ebony,Triple Yellow Tri-Coat,Yellow
435,2019,2,Dodge Grand Caravan GT,19507.0,5,2,37878,9,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Granite Crystal Metallic Clearcoat,Granite
436,2015,12,Nissan Armada SL,19999.0,5,2,85150,13,13,19,32,1,1,0,2,0,8-Cylinder,8,1,0,0,5-Speed Automatic,5,N/A,Pearl White,Pearl
437,2020,0,Chevrolet Equinox LT,20584.0,6,2,30446,6,25,30,55,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Gray,Silver Ice Metallic,Silver
438,2019,12,Nissan Pathfinder SV,20999.0,6,2,31745,7,20,27,47,1,1,1,0,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Gun Metallic,Metallic
439,2019,12,Nissan Pathfinder SL,24999.0,8,2,40889,9,19,26,45,1,1,1,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Brilliant Silver Metallic,Silver
440,2020,5,Chrysler Pacifica Touring-L,26998.0,9,2,31872,7,19,28,47,1,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,N/A,Billet Silver Metallic Clearcoat,Silver
441,2015,0,Chevrolet Tahoe 4WD LTZ,32995.0,11,2,94487,14,16,22,38,1,1,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,N/A,Champagne Silver Metallic - Gold,Silver
442,2019,0,Chevrolet Silverado 2500 4x4 Crew Cab LT,52895.0,14,1,36230,8,6,0,6,1,1,1,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,Silver,Information Unavailable,N/A
443,2020,5,Chrysler Pacifica Touring-L,26998.0,9,2,28164,6,19,28,47,1,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,N/A,Bright White Clearcoat,White
444,2020,5,Chrysler Pacifica Touring-L,27499.0,9,2,27898,5,19,28,47,1,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,N/A,Granite Crystal Metallic Clearcoat,Granite
445,2020,5,Chrysler Pacifica Touring-L,27499.0,9,2,29037,6,19,28,47,1,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,N/A,Velvet Red Pearlcoat,Red
446,2020,12,Nissan Pathfinder 4WD SL,28458.0,10,2,27340,5,20,27,47,1,1,1,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Magnetic Black Pearl,Black
447,2019,12,Nissan Titan PRO-4X,38937.0,12,2,25229,5,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,7-Speed Automatic,7,Red,N/A,N/A
448,2019,0,Chevrolet Cruze LT Sedan,16450.0,4,1,37194,8,28,38,66,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Satin Steel Gray Metallic,Gray
449,2012,9,Toyota Yaris 2-Door Hatchback,10590.0,2,0,79423,13,30,35,65,1,1,0,0,0,4-Cylinder,4,1,0,0,4-Speed Automatic,4,Gray,Silver,Silver
450,2017,0,Chevrolet Trax FWD LT w/ 1LT,13590.0,3,2,33532,7,25,33,58,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Gray,Gray
451,2013,7,Honda Civic EX Sedan,13590.0,3,2,26312,5,28,39,67,1,1,0,0,0,4-Cylinder,4,1,0,0,5-Speed Automatic,5,Gray,Silver,Silver
452,2011,22,BMW 328i Convertible,14990.0,3,1,74948,13,18,28,46,1,1,0,2,0,6-Cylinder,6,1,0,0,6-Speed Shiftable Automatic,6,Black,Silver,Silver
453,2017,0,Chevrolet Trax AWD LS,15590.0,3,1,24827,5,24,30,54,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Black,Black
454,2013,7,Honda Accord EX-L Coupe,16990.0,4,0,59327,12,21,32,53,1,1,0,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Blue,Blue
455,2019,3,Ford Taurus SEL AWD,16990.0,4,2,72927,13,17,24,41,1,1,1,1,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Blue,Blue
456,2018,3,Ford Taurus SEL AWD,18990.0,5,2,41457,9,17,24,41,1,1,1,1,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Blue,Blue
457,2016,0,Chevrolet Colorado 2WD Extended Cab W/T,20990.0,6,2,33038,7,6,0,6,1,1,0,2,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Silver,N/A,N/A
458,2017,0,Chevrolet Colorado 2WD Extended Cab W/T,22590.0,7,2,12097,2,6,0,6,1,1,1,2,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Brown,N/A,N/A
459,2018,10,MAZDA MX-5 Miata Grand Touring,23990.0,7,2,5588,1,26,35,61,1,1,1,2,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,White,White
460,2011,28,Porsche Panamera,25990.0,8,2,78633,13,18,26,44,1,1,0,1,0,6-Cylinder,6,1,0,0,7-Speed Automatic,7,Black,White,White
461,2017,12,Nissan Titan SV,26990.0,9,2,39792,9,5,0,5,1,1,1,2,0,8-Cylinder,8,1,0,0,7-Speed Automatic,7,Silver,N/A,N/A
462,2015,0,Chevrolet Colorado 4x4 Crew Cab Z71,27990.0,9,2,48528,11,5,0,5,1,1,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Red,N/A,N/A
463,2017,0,Chevrolet Silverado 1500 LS,27990.0,9,2,27855,5,5,0,5,1,1,1,2,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,White,N/A,N/A
464,2013,0,Chevrolet Camaro SS Convertible w/ RS Package,27990.0,9,0,13055,2,0,0,0,1,1,1,2,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Orange,Orange
465,2011,28,Porsche Panamera,27990.0,9,2,70502,12,18,27,45,1,1,0,2,0,6-Cylinder,6,1,0,0,7-Speed Automatic,7,Black,Silver,Silver
466,2016,0,Chevrolet Colorado 4x4 Crew Cab Z71,28990.0,10,2,35226,8,5,0,5,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Silver,N/A,N/A
467,2017,20,RAM 1500 Express,28990.0,10,2,26291,5,6,0,6,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,N/A,N/A
468,2014,16,Jeep Wrangler 4WD Unlimited Sahara,28990.0,10,1,55227,11,16,21,37,1,1,1,1,0,6-Cylinder,6,0,0,0,6-Speed Manual,6,Black,Silver,Silver
469,2018,0,Chevrolet Silverado 1500 LT,37990.0,12,2,19901,4,5,0,5,1,0,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Red,N/A,N/A
471,2016,3,Ford Mustang GT Coupe,28990.0,10,2,7184,1,15,25,40,1,1,0,2,0,8-Cylinder,8,0,0,0,6-Speed Manual,6,Black,Black,Black
472,2017,9,Toyota Tacoma 2WD Double Cab,28990.0,10,2,19022,3,50,50,100,1,1,1,2,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Orange,N/A,N/A
473,2013,9,Toyota Tundra 4x4 Double Cab,28990.0,10,0,37163,8,6,0,6,1,1,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Silver,N/A,N/A
474,2013,0,Chevrolet Silverado 1500 4x4 Crew Cab LT,29590.0,10,2,63164,12,5,0,5,1,1,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Blue,N/A,N/A
475,2017,29,Genesis G80 3.8 w/ Option Group 02,29990.0,10,2,13892,2,16,25,41,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,White,Blue,Blue
476,2020,15,Buick Encore FWD Preferred,18635.0,5,0,10,0,25,30,55,3,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Ebony Twilight Metallic - Black,Ebony
477,2017,3,Ford F150 XLT,29990.0,10,2,10922,2,6,0,6,1,1,1,2,0,6-Cylinder Turbo,6,1,1,0,6-Speed Automatic,6,Gray,N/A,N/A
478,2018,20,RAM 1500 Express,29990.0,10,2,17777,3,6,0,6,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Blue,N/A,N/A
479,2019,12,Nissan Frontier PRO-4X,30990.0,11,2,5753,1,50,50,100,1,1,1,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Silver,N/A,N/A
480,2018,20,RAM 1500 SLT,30990.0,11,2,1864,0,5,0,5,1,1,1,1,1,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Burgundy,N/A,N/A
481,2019,3,Ford F150 XLT,31990.0,11,2,5253,1,6,0,6,1,1,1,2,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,N/A,N/A
482,2014,24,Tesla Model S,31990.0,11,2,67500,12,0,0,0,1,1,1,2,4,Electric,Electric,0,0,1,Single-Speed,1,N/A,Tan,Tan
483,2017,0,Chevrolet Silverado 1500 LT w/ Z71,31990.0,11,2,28487,6,6,0,6,1,1,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Silver,N/A,N/A
484,2018,16,Jeep Wrangler JK 4WD Unlimited Sport,32990.0,11,2,13049,2,16,20,36,1,1,1,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Black,Gray,Gray
485,2015,9,Toyota Tundra 4x4 CrewMax SR5,34990.0,11,2,37901,9,5,0,5,1,1,1,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Gray,N/A,N/A
486,2019,3,Ford Ranger 4x4 SuperCrew,35990.0,12,2,12240,2,50,50,100,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,10-Speed Automatic,10,White,N/A,N/A
487,2017,9,Toyota Tundra 4x4 CrewMax SR5,37590.0,12,2,34031,7,5,0,5,1,1,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Blue,N/A,N/A
488,2019,3,Ford F150 XLT,37990.0,12,2,32,0,5,0,5,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Red,N/A,N/A
489,2019,24,Tesla Model 3,37990.0,12,2,13685,2,0,0,0,1,1,0,2,4,Electric,Electric,0,0,1,Single-Speed,1,N/A,Black,Black
490,2019,24,Tesla Model 3,38590.0,12,2,7352,2,0,0,0,1,1,1,2,4,Electric,Electric,0,0,1,Single-Speed,1,N/A,Black,Black
491,2018,22,BMW X4 M40i,39590.0,12,2,32480,7,18,25,43,1,1,0,1,0,6-Cylinder Turbo,6,1,1,0,8-Speed Automatic,8,Brown,Blue,Blue
492,2019,8,GMC Sierra 1500 4x4 Double Cab Elevation,39990.0,12,2,8008,2,6,0,6,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Black,N/A,N/A
493,2019,3,Ford F150 XLT,43990.0,13,2,1675,0,5,0,5,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,White,N/A,N/A
494,2018,16,Jeep Wrangler 4WD Unlimited Rubicon,44590.0,13,2,11065,2,18,23,41,1,1,0,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Black,Black
495,2020,13,Kia Telluride AWD EX,44590.0,13,2,3250,1,19,24,43,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Burgundy,Burgundy
496,2016,2,Dodge Charger SRT Hellcat,53990.0,14,2,22966,4,13,22,35,1,1,0,2,0,8-Cylinder Supercharged,8,1,1,0,8-Speed Automatic,8,Black,Black,Black
497,2015,16,Jeep Renegade 4WD Latitude,17500.0,4,1,12003,2,0,0,0,1,1,0,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Colorado Red,Red
498,2020,7,Honda Civic EX Sedan,23065.0,7,0,5,0,32,42,74,3,1,1,0,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Black,Aegean Blue,Blue
499,2020,8,GMC Sierra 1500 4x4 Crew Cab Denali,59990.0,14,2,1041,0,5,0,5,1,1,0,1,0,8-Cylinder,8,1,0,0,10-Speed Automatic,10,Gray,N/A,N/A
500,2018,2,Dodge Charger SRT Hellcat,60590.0,14,2,7714,2,13,22,35,1,1,1,2,0,8-Cylinder Supercharged,8,1,1,0,8-Speed Automatic,8,Black,White,White
501,2016,2,Dodge Dart SE w/ Convenience Group,10999.0,2,1,56363,11,24,33,57,1,0,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,N/A,N/A
502,2017,12,Nissan Sentra SV,11900.0,2,2,45848,10,29,37,66,1,0,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Gray,Gray
503,2019,12,Nissan Versa 1.6 SV,11999.0,2,2,38499,9,31,39,70,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,White,White
505,2019,12,Nissan Versa 1.6 SV,11999.0,2,2,38014,9,31,39,70,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Black,Black
506,2017,13,Kia Optima LX,14064.0,3,2,50831,11,24,34,58,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Beige,Platinum Graphite,N/A
507,2019,13,Kia Soul +,14260.0,3,2,37188,8,25,30,55,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,White,White
508,2019,13,Kia Soul +,14500.0,3,2,29225,6,25,30,55,1,0,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Clear White,White
509,2019,6,Volkswagen Beetle 2.0T S,15999.0,3,2,35626,8,26,33,59,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Pure White,White
510,2018,13,Kia Optima LX,16500.0,4,1,29279,6,24,34,58,1,0,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Black,Black
511,2019,0,Chevrolet Malibu LT w/ 1LT,16999.0,4,2,34343,8,29,36,65,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Black,Silver,Silver
512,2019,12,Nissan Rogue SV,17999.0,4,2,25320,5,26,33,59,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Brilliant Silver Metallic,Silver
513,2019,0,Chevrolet Impala LT w/ 1LT,19999.0,5,2,30461,6,18,28,46,1,0,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Nightfall Gray Metallic,Gray
514,2018,3,Ford Flex AWD SEL,23092.0,7,2,46106,10,16,22,38,1,0,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,Red,Red
515,2019,9,Toyota RAV4 AWD LE,23531.0,7,2,28298,6,27,34,61,1,1,0,1,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Black,Black
516,2017,9,Toyota RAV4 AWD Limited Hybrid,23695.0,7,2,60078,12,0,0,0,1,0,0,1,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,N/A,N/A
517,2020,5,Chrysler Pacifica Touring-L,25710.0,8,2,39400,9,19,28,47,1,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Bright White Clearcoat,White
518,2017,15,Buick Encore FWD Sport Touring,15987.0,3,2,18990,3,25,33,58,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Ebony Twilight Metallic,Ebony
519,2017,16,Jeep Grand Cherokee Laredo,24986.0,8,2,15240,3,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Bright White Clearcoat,White
520,2017,20,RAM 1500 Express,29831.0,10,2,35207,8,5,0,5,1,0,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Black,N/A,N/A
521,2017,20,RAM 1500 Express,29945.0,10,2,31883,7,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Black,N/A,N/A
522,2017,20,RAM 1500 Big Horn,31657.0,11,2,33634,7,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,N/A,N/A
