,year,brand,make_model,price,price_bin,price_rating,mileage,mileage_15,mpg_city,mpg_highway,combined_mpg,condition,accident,one_owner,drive_type,fuel_type,engine,engine_#,automatic,turbo,electric,transmission,trans_#,interior,exterior,color
969,2017,19,Acura TLX,18995.0,5,1,55069,11,24,35,59,1,1,0,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,N/A,Crystal Black Pearl,Black
970,2019,3,Ford Fusion Titanium,19989.0,5,1,44293,10,21,31,52,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Oxford White,White
971,2019,16,Jeep Renegade 4WD Latitude,20977.0,6,0,14624,3,21,29,50,1,1,1,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Granite Crystal Metallic Clearcoat,Granite
972,2017,3,Ford Mustang Premium,22960.0,7,1,45093,10,0,0,0,1,1,0,2,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Ruby Red Metallic Tinted Clearcoat,Red
973,2018,7,Honda CR-V AWD EX-L,24335.0,8,1,60771,12,27,33,60,1,0,1,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,N/A,White Diamond Pearl,White
974,2019,3,Ford F150 XL,24919.0,8,1,15564,3,19,25,44,1,1,1,2,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Gray,Ingot Silver Metallic,Ingot
975,2017,3,Ford Explorer 4WD XLT,26800.0,9,1,50780,11,16,23,39,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Oxford White,White
976,2018,3,Ford Edge AWD Sport,27989.0,9,1,57673,11,17,24,41,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,6-Speed Automatic,6,Ebony,White Platinum Metallic Tri-Coat,White
977,2015,8,GMC Yukon 4WD SLT w/ Open Road Package,28977.0,10,1,125580,14,16,22,38,1,1,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Quicksilver Metallic,Metallic
978,2018,3,Ford F150 XLT,29520.0,10,1,90415,14,18,23,41,1,0,1,1,1,8-Cylinder,8,1,0,0,10-Speed Automatic,10,Gray,Oxford White,White
979,2018,7,Honda Odyssey Touring,32601.0,11,1,46993,10,19,28,47,1,1,1,0,0,6-Cylinder,6,1,0,0,10-Speed Automatic,10,Gray,White Diamond Pearl,White
980,2018,3,Ford F150 XLT,32957.0,11,1,65129,12,18,23,41,1,1,1,1,1,8-Cylinder,8,1,0,0,10-Speed Automatic,10,Gray,Oxford White,White
981,2018,3,Ford F150 XL,33995.0,11,1,54170,11,5,0,5,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Ingot,N/A,N/A
982,2017,3,Ford F150 XLT,34977.0,11,1,49675,11,17,23,40,1,1,1,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,N/A,Shadow Black,Black
983,2018,3,Ford F150 XLT,35901.0,12,1,57088,11,18,23,41,1,0,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Gray,Blue Jeans Metallic,Blue
984,2018,22,BMW 440i Gran Coupe xDrive,35989.0,12,1,33694,7,21,31,52,1,1,0,1,0,6-Cylinder Turbo,6,1,1,0,8-Speed Automatic,8,Black,Alpine White,White
985,2020,7,Honda CR-V AWD EX,28399.0,10,0,5,0,27,32,59,3,1,1,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Black,Aegean Blue,Blue
986,2019,0,Chevrolet Silverado 1500 4x4 Crew Cab LT Trail Boss,44990.0,13,2,45690,10,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,N/A,N/A
987,2018,3,Ford F150 Lariat,37986.0,12,1,77538,13,18,23,41,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Black,Magnetic Metallic,Metallic
988,2018,3,Ford F150 Lariat,40989.0,13,1,59473,12,18,23,41,1,0,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Black,Shadow Black,Black
989,2016,3,Ford F350 Lariat,42589.0,13,1,130487,14,0,0,0,1,1,1,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,Black,Shadow Black,Black
990,2018,9,Toyota Tundra 1794 Edition,44980.0,13,1,55931,11,5,0,5,1,1,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,N/A,N/A
991,2019,16,Jeep Wrangler 4WD Unlimited Sahara,44989.0,13,0,23970,4,18,23,41,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Bright White Clearcoat,White
992,2017,0,Chevrolet Equinox FWD LT,16990.0,4,1,55471,11,21,31,52,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Blue Velvet Metallic,Blue
993,2017,3,Ford F250 XLT,45955.0,13,1,72721,13,0,0,0,1,1,1,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,N/A,Ruby Red Metallic Tinted Clearcoat,Red
994,2019,3,Ford F250 XLT,46997.0,13,1,38644,9,0,0,0,1,1,1,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Gray,Agate Black Metallic,Black
995,2018,3,Ford F150 SuperCrew Limited,48662.0,13,1,34432,8,5,0,5,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Black,N/A,N/A
996,2017,3,Ford F350 Crew Cab Platinum,57989.0,14,1,90854,14,0,0,0,1,1,1,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,Black,White Platinum Metallic Tri-Coat,White
997,2019,3,Ford F350 Lariat,59899.0,14,1,78325,13,80,80,160,1,0,1,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,White,Information Unavailable,N/A
998,2017,3,Ford F250 Platinum,59989.0,14,1,65951,12,0,0,0,1,1,1,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,Black,Shadow Black,Black
999,2017,2,Dodge Journey SXT,12777.0,2,1,92879,14,17,25,42,1,1,0,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Granite Pearlcoat,Granite
1000,2019,3,Ford Edge AWD SEL,25500.0,8,1,43579,10,21,28,49,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Ebony,Oxford White,White
1001,2019,16,Jeep Cherokee 4WD Trailhawk,28500.0,10,1,18533,3,18,24,42,1,1,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Hydro Blue Pearlcoat,Blue
1002,2019,16,Jeep Cherokee 4WD Trailhawk,28500.0,10,1,16758,3,18,24,42,1,0,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Diamond Black Crystal Pearlcoat,Black
1003,2018,16,Jeep Grand Cherokee Laredo,29250.0,10,0,20048,4,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Granite Crystal Metallic Clearcoat,Granite
1004,2018,0,Chevrolet Silverado 1500 LT,29675.0,10,1,68506,12,6,0,6,1,1,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Red,N/A,N/A
1005,2018,3,Ford F150 XLT,30500.0,11,1,89835,13,18,23,41,1,0,0,1,1,8-Cylinder,8,1,0,0,10-Speed Automatic,10,Black,Ruby Red Metallic Tinted Clearcoat,Red
1006,2019,3,Ford Edge AWD ST,32000.0,11,0,14133,3,19,26,45,1,0,1,1,0,6-Cylinder Turbo,6,1,1,0,8-Speed Automatic,8,Ebony,Agate Black Metallic,Black
1007,2018,3,Ford F150 Lariat,35500.0,12,1,81400,13,6,0,6,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,White,N/A,N/A
1008,2019,16,Jeep Wrangler 4WD Unlimited Sahara,40750.0,13,1,22137,4,22,24,46,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Black,Black Clearcoat,Black
1009,2019,3,Ford F250 Lariat,57750.0,14,1,60859,12,0,0,0,1,1,1,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,N/A,Brown,Brown
1010,2012,4,Hyundai Sonata SE,6788.0,0,1,171176,14,24,34,58,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Gray,Pacific Blue Pearl Mica,Blue
1011,2015,3,Ford Taurus SEL,12491.0,2,1,89428,13,19,28,47,1,0,0,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Magnetic Metallic,Metallic
1012,2019,4,Hyundai Accent SE,13295.0,3,1,32215,7,28,38,66,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Admiral Blue Pearl,Blue
1013,2020,15,Buick Envision FWD Essence,25700.0,8,0,7,0,22,29,51,3,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Summit White - White,White
1014,2016,4,Hyundai Tucson Sport,13880.0,3,1,97731,14,25,30,55,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,7-Speed Automatic,7,Black,Ash Black,Black
1015,2018,0,Chevrolet Cruze LT Hatchback,14919.0,3,1,33877,7,29,40,69,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Nightfall Gray Metallic,Gray
1016,2017,8,GMC Terrain AWD SLE w/ SLE-1,18919.0,5,0,32781,7,20,28,48,1,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Graphite Gray Metallic,Gray
1017,2017,8,GMC Terrain AWD SLE w/ SLE-1,18989.0,5,0,32595,7,20,28,48,1,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Onyx Black,Black
1018,2017,4,Hyundai Tucson Value,20369.0,6,0,23968,4,24,28,52,2,1,1,1,0,4-Cylinder Turbo,4,1,1,0,7-Speed Automatic,7,Gray,Coliseum Gray,Gray
1019,2018,0,Chevrolet Silverado 1500 4x4 Crew Cab High Country,41232.0,13,2,43037,10,5,0,5,2,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Pearl,N/A,N/A
1020,2019,8,GMC Terrain FWD SLE,20600.0,6,1,21908,4,26,30,56,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,9-Speed Automatic,9,Black,Red Quartz Tintcoat,Red
1021,2016,14,Lincoln MKX AWD Reserve,21595.0,6,1,76345,13,16,23,39,1,0,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Black Tie,Black
1022,2017,0,Chevrolet Spark LS,12525.0,2,0,35547,8,30,38,68,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Silver,Silver
1023,2019,4,Hyundai Elantra SEL Sedan,14750.0,3,0,65793,12,28,37,65,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Gray,Gray,Gray
1024,2018,2,Dodge Grand Caravan SE,15873.0,3,1,62575,12,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Indigo Blue Clearcoat,Blue
1025,2019,2,Dodge Grand Caravan GT,17250.0,4,0,69220,12,17,25,42,1,1,0,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,N/A,N/A
1026,2019,12,Nissan Altima 2.5 S,17366.0,4,1,42721,10,28,39,67,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Deep Blue Pearl,Blue
1027,2020,13,Kia Optima LX,17375.0,4,1,36518,8,24,32,56,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Snow White Pearl,White
1028,2020,13,Kia Optima LX,17406.0,4,1,39305,9,24,32,56,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Snow White Pearl,White
1029,2019,6,Volkswagen Jetta SE,17580.0,4,1,30842,7,30,39,69,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Black,Pyrite Silver Metallic,Silver
1030,2019,6,Volkswagen Jetta SE,17622.0,4,1,35700,8,30,39,69,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Black,Black Uni,Black
1031,2019,7,Honda Accord 1.5T LX,21264.0,6,1,27268,5,30,38,68,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,N/A,White,White
1032,2017,3,Ford Explorer 4WD Limited,26999.0,9,1,73102,13,16,22,38,1,1,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Black,Black
1033,2018,3,Ford F150 XL,37995.0,12,1,35145,8,5,0,5,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,White,N/A,N/A
1034,2016,7,Honda CR-V AWD SE,18591.0,5,0,57834,11,25,31,56,1,1,0,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Beige,Obsidian Blue Pearl,Blue
1035,2014,7,Honda Ridgeline Sport,18591.0,5,1,95979,14,50,50,100,1,1,0,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Black,N/A,N/A
1036,2018,9,Toyota Sienna XLE,23391.0,7,1,71174,13,19,27,46,1,1,0,0,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,N/A,Predawn Gray Mica,Gray
1037,2017,1,Lexus RX 350 AWD,32491.0,11,1,70184,12,19,26,45,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,N/A,Obsidian,N/A
1038,2018,7,Honda Odyssey Touring,33991.0,11,1,48575,11,19,28,47,1,1,1,0,0,6-Cylinder,6,1,0,0,10-Speed Automatic,10,Mocha,Crystal Black Pearl,Black
1039,2020,7,Honda Civic EX Sedan,23204.0,7,0,5,0,32,42,74,3,1,1,0,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,N/A,Platinum White Pearl,White
1040,2012,12,Nissan Murano SL,9990.0,1,1,123203,14,18,23,41,1,1,0,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,Black,Silver,Silver
1041,2015,16,Jeep Cherokee FWD Latitude,12500.0,2,0,93153,14,22,31,53,1,1,1,0,1,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Billet Silver Metallic Clearcoat,Silver
1042,2019,12,Nissan Versa Note SV,12990.0,2,1,37848,9,31,39,70,1,0,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Cayenne Red Metallic,Red
1043,2019,12,Nissan Versa Note SV,12990.0,2,1,32291,7,31,39,70,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Super Black,Black
1044,2019,12,Nissan Versa Note SV,12990.0,2,1,31643,7,31,39,70,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Fresh Powder,N/A
1045,2016,9,Toyota Camry SE,14233.0,3,1,87662,13,25,34,59,1,0,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Silver,Silver
1046,2018,0,Chevrolet Trax AWD LT w/ 1LT,14295.0,3,1,65445,12,24,30,54,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Black,Black
1047,2018,12,Nissan Rogue Sport SV,16890.0,4,1,30678,6,25,32,57,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Gun Metallic,Metallic
1048,2016,12,Nissan Rogue SL,17288.0,4,1,60267,12,25,31,56,1,0,0,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Red,Red
1049,2019,13,Kia Niro LX,17331.0,4,1,36955,8,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,6-Speed Automatic,6,White,N/A,N/A
1050,2019,12,Nissan Rogue SL,21229.0,6,1,36912,8,25,32,57,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Blue,Blue
1051,2017,3,Ford Explorer FWD XLT,26000.0,8,2,19975,4,17,24,41,1,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Gold,Gold
1052,2017,3,Ford Fusion SE,17000.0,4,2,26381,5,23,34,57,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Shadow Black,Black
1053,2017,3,Ford Fusion Titanium,18500.0,5,2,22008,4,21,31,52,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Shadow Black,Black
1054,2011,5,Chrysler 300 Limited,10995.0,2,0,122928,14,18,27,45,1,1,0,2,1,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Black,Brilliant Black Crystal Pearlcoat,Black
1055,2019,23,Subaru Impreza 2.0i Premium Hatchback,20995.0,6,1,19516,4,28,36,64,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Ice Silver Metallic,Silver
1056,2019,23,Subaru Legacy 2.5i Premium,22500.0,7,1,29039,6,25,34,59,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Crystal White Pearl,White
1057,2014,3,Ford Escape FWD SE,11000.0,2,1,88193,13,22,29,51,1,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Oxford White,White
1058,2019,3,Ford Fiesta SE Sedan,12000.0,2,2,29708,6,27,37,64,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Shiftable Automatic,6,N/A,Shadow Black,Black
1059,2019,12,Nissan Sentra SR,14500.0,3,2,37463,9,29,37,66,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Gun Metallic,Metallic
1060,2016,0,Chevrolet Impala LT w/ Convenience Package,15500.0,3,2,63153,12,19,29,48,2,1,0,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Silver Ice Metallic,Silver
1061,2018,0,Chevrolet Equinox AWD LT w/ 1LT,17500.0,4,2,70057,12,24,30,54,2,0,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Gray,Summit White,White
1062,2019,3,Ford Fusion Titanium AWD,19200.0,5,2,37439,9,20,29,49,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Oxford White,White
1063,2017,3,Ford Explorer 4WD Limited,24000.0,7,2,73970,13,18,25,43,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Magnetic,N/A
1064,2017,3,Ford Explorer 4WD XLT,24500.0,8,2,59140,12,18,25,43,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Black,Black
1065,2016,16,Jeep Renegade 4WD Trailhawk,14788.0,3,0,116234,14,21,29,50,1,1,0,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Charcoal,N/A
1067,2018,0,Chevrolet Colorado 2WD Crew Cab LT,24500.0,8,2,56930,11,5,0,5,2,1,1,2,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,N/A,N/A
1068,2019,3,Ford Edge AWD Titanium,27000.0,9,2,42018,10,21,28,49,1,0,1,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Ebony,Black,Black
1069,2018,3,Ford F150 SuperCab XLT,30000.0,10,2,55264,11,18,23,41,1,0,1,1,1,8-Cylinder,8,1,0,0,10-Speed Automatic,10,Black,White,White
1070,2019,16,Jeep Grand Cherokee 4WD Limited,31000.0,11,2,39476,9,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Bright White Clearcoat,White
1071,2017,8,GMC Sierra 1500 4x4 Crew Cab SLT,36500.0,12,2,65054,12,5,0,5,1,0,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Red,N/A,N/A
1072,2019,3,Ford Fusion SE Hybrid,16987.0,4,2,13036,2,0,0,0,2,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Metallic,N/A,N/A
1073,2017,3,Ford Edge AWD SEL,22490.0,7,1,42847,10,20,27,47,2,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Shadow Black,Black
1074,2017,3,Ford Fusion Sport AWD,22500.0,7,1,25119,5,17,26,43,2,1,1,1,0,6-Cylinder Turbo,6,1,1,0,6-Speed Automatic,6,Gray,Shadow Black,Black
1075,2017,3,Ford Flex FWD SEL,23552.0,7,2,31965,7,16,23,39,2,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Shadow Black,Black
1076,2019,3,Ford Edge FWD Titanium,28787.0,10,2,13728,2,22,29,51,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,N/A,Baltic Sea Green Metallic,Green
1077,2018,3,Ford F150 XLT,38999.0,12,1,22307,4,5,0,5,2,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Red,N/A,N/A
1078,2018,3,Ford F150 Lariat,43987.0,13,2,24638,5,5,0,5,2,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,N/A,N/A,N/A
1079,2015,7,Honda Civic LX Sedan,11580.0,2,1,95358,14,29,37,66,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,Blue,Blue
1080,2019,13,Kia Rio S Sedan,11854.0,2,1,40170,9,28,37,65,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Currant Red,Red
1081,2017,2,Dodge Grand Caravan SXT,13886.0,3,1,83979,13,17,25,42,1,1,0,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,White Knuckle Clearcoat,White
1082,2019,6,Volkswagen Jetta S,15756.0,3,1,26621,5,30,40,70,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Gray,Silver,Silver
1083,2017,7,Honda Accord Sport Sedan,17379.0,4,1,78001,13,27,36,63,2,0,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,White Orchid Pearl,White
1084,2018,7,Honda Accord 1.5T EX,18775.0,5,1,81769,13,30,38,68,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Black,Modern Steel Metallic,Metallic
1085,2019,9,Toyota RAV4 AWD LE,22492.0,7,1,47535,11,27,34,61,1,1,1,1,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Magnetic Gray Metallic,Gray
1086,2017,7,Honda CR-V AWD EX-L,23972.0,7,1,60899,12,27,33,60,2,0,1,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,N/A,Sandstorm Metallic,Metallic
1087,2019,7,Honda CR-V AWD EX-L,28788.0,10,1,30011,6,27,33,60,2,1,1,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,N/A,Sandstorm Metallic,Metallic
1088,2019,6,Volkswagen Atlas 4Motion SE V6,31353.0,11,1,29338,6,17,23,40,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,White,White
1089,2019,7,Honda Pilot AWD Touring,35989.0,12,1,39044,9,19,26,45,2,1,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Crystal Black,Black
1090,2017,0,Chevrolet Malibu LS w/ 1LS,16995.0,4,1,19197,3,27,36,63,2,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Summit White - White,White
1091,2015,13,Kia Cadenza Premium,17995.0,4,0,75627,13,19,28,47,1,1,0,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Aurora Black,Black
1092,2017,7,Honda CR-V AWD EX,19140.0,5,0,103134,14,27,33,60,1,0,1,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Black,White Diamond,White
1093,2019,20,RAM 1500 4x4 Crew Cab Classic Tradesman,30995.0,11,2,32867,7,5,0,5,1,0,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Red,N/A,N/A
1095,2018,16,Jeep Wrangler 4WD Unlimited Sport,36990.0,12,1,14803,3,18,23,41,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Billet Silver Metallic Clearcoat,Silver
1097,2017,8,GMC Acadia AWD SLT w/ SLT-1,30988.0,11,0,27417,5,18,25,43,1,0,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Tan,Charcoal,N/A
1098,2017,3,Ford Explorer FWD Limited,28495.0,10,2,39839,9,17,24,41,1,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Ingot Silver Metallic - Silver,Ingot
1099,2020,8,GMC Terrain FWD SLE,21715.0,6,0,7,0,26,30,56,3,1,1,0,0,4-Cylinder Turbo,4,1,1,0,9-Speed Automatic,9,Black,Ebony Twilight Metallic - Black,Ebony
1100,2017,0,Chevrolet Cruze LS Sedan,11000.0,2,0,54022,11,30,40,70,1,0,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Mosaic Black Metallic,Black
1102,2020,15,Buick Envision FWD Essence,26195.0,9,0,6,0,22,29,51,3,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Dark Moon Blue Metallic - Blue,Blue
1103,2020,3,Ford EcoSport 4WD SE,20156.0,6,0,0,0,23,29,52,3,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Ebony,Canyon Ridge Metallic - Red,Metallic
1104,2020,3,Ford Escape FWD S,24120.0,8,0,0,0,27,33,60,3,1,1,0,0,3-Cylinder Turbo,3,1,1,0,8-Speed Automatic,8,Ebony,Agate Black,Black
1105,2019,7,Honda Civic LX Sedan,18695.0,5,1,16184,3,30,38,68,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Modern Steel Metallic - Gray,Metallic
1106,2020,4,Hyundai Elantra SEL Sedan,16995.0,4,0,0,0,30,40,70,3,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,Machine Gray,Gray
1107,2014,9,Toyota Corolla LE Sedan,9871.0,1,2,92256,14,29,37,66,1,0,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Barcelona Red Metallic - Red,Red
1108,2020,3,Ford Edge AWD ST,41859.0,13,0,0,0,19,26,45,3,1,1,1,0,6-Cylinder Turbo,6,1,1,0,8-Speed Automatic,8,Ebony,Iconic Silver Metallic - Silver,Silver
1109,2018,16,Jeep Cherokee FWD Latitude,16500.0,4,0,45330,10,21,30,51,1,1,1,0,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Billet Silver Metallic Clearcoat,Silver
1110,2018,0,Chevrolet Express 3500 LT Extended Passenger,21000.0,6,1,37893,9,0,0,0,2,1,1,2,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,N/A,Summit White,White
1111,2016,16,Jeep Cherokee 4WD Latitude,19995.0,5,0,57270,11,21,28,49,1,1,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Billet Silver Metallic Clearcoat,Silver
1112,2020,2,Dodge Grand Caravan SE,23961.0,7,0,10,0,17,25,42,3,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Billet Silver Metallic Clearcoat,Silver
1113,2020,4,Hyundai Tucson SEL,23730.0,7,0,3,0,21,26,47,3,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Beige,Cream White Pearl,White
